0	1   Animalia_(book)	Animalia_(book)
4718	1	The_Diamond_Age	The_Diamond_Age
4719	1	The_Difference_Engine	The_Difference_Engine
4720	1	The_Discovery_of_Heaven	The_Discovery_of_Heaven
4721	1	The_Dispossessed	The_Dispossessed
4722	1	The_Dolphins_of_Pern	The_Dolphins_of_Pern
4723	1	The_Dragon_Token	The_Dragon_Token
4724	1	The_Dragon_in_the_Sea	The_Dragon_in_the_Sea
4725	1	The_Dragonbone_Chair	The_Dragonbone_Chair
4726	1	The_Dreamers_(novel_series)	The_Dreamers_(novel_series)
4727	1	The_Elenium	The_Elenium
4728	1	The_Eleventh_Tiger	The_Eleventh_Tiger
4729	1	The_Emigrants_(Sebald_novel)	The_Emigrants_(Sebald_novel)
4730	1	The_Empire_of_Glass	The_Empire_of_Glass
4731	1	The_Eye_of_the_Giant	The_Eye_of_the_Giant
4732	1	The_Face-Eater	The_Face-Eater
4733	1	The_Face_of_the_Enemy_(Doctor_Who)	The_Face_of_the_Enemy_(Doctor_Who)
4734	1	The_Falcon_at_the_Portal	The_Falcon_at_the_Portal
4735	1	The_Favourite_Game	The_Favourite_Game
4736	1	The_Final_Prophecy	The_Final_Prophecy
4737	1	The_Fountainhead	The_Fountainhead
4738	1	The_French_Lieutenant's_Woman	The_French_Lieutenant's_Woman
4739	1	The_Garden_of_Rama	The_Garden_of_Rama
4740	1	The_Genius_and_the_Goddess	The_Genius_and_the_Goddess
4741	1	The_Glass_Lake	The_Glass_Lake
4742	1	The_Golden_Age_(Gore_Vidal_novel)	The_Golden_Age_(Gore_Vidal_novel)
4743	1	The_Golden_One	The_Golden_One
4744	1	The_Good_Earth	The_Good_Earth
4745	1	The_Great_Divorce	The_Great_Divorce
4746	1	The_Great_Train_Robbery_(novel)	The_Great_Train_Robbery_(novel)
4747	1	The_Great_and_Secret_Show	The_Great_and_Secret_Show
4748	1	The_Grey_King	The_Grey_King
4749	1	The_Guide	The_Guide
4750	1	The_Guns_of_the_South	The_Guns_of_the_South
4751	1	The_Hallowed_Hunt	The_Hallowed_Hunt
4752	1	The_Hammer_and_the_Cross	The_Hammer_and_the_Cross
4753	1	The_Heart_of_the_Matter	The_Heart_of_the_Matter
4754	1	The_High_King	The_High_King
4755	1	The_Hippopotamus_Pool	The_Hippopotamus_Pool
4756	1	The_Hobbit	The_Hobbit
4757	1	The_Hollow_Hills	The_Hollow_Hills
4758	1	The_Hollywood_Takes	The_Hollywood_Takes
4759	1	The_Honorary_Consul	The_Honorary_Consul
4760	1	The_Hound_of_Death	The_Hound_of_Death
4761	1	The_House_of_the_Seven_Gables	The_House_of_the_Seven_Gables
4762	1	The_House_of_the_Spirits	The_House_of_the_Spirits
4763	1	The_Human_Factor	The_Human_Factor
4764	1	The_Indestructible_Man_(novel)	The_Indestructible_Man_(novel)
4765	1	The_Infinity_Race	The_Infinity_Race
4766	1	The_Inheritance_of_Loss	The_Inheritance_of_Loss
4767	1	The_Island_of_the_Day_Before	The_Island_of_the_Day_Before
4768	1	The_Kafka_Effekt	The_Kafka_Effekt
4769	1	The_Kalahari_Typing_School_for_Men	The_Kalahari_Typing_School_for_Men
4770	1	The_Kennel_Murder_Case	The_Kennel_Murder_Case
4771	1	The_Kingdom_of_the_Wicked	The_Kingdom_of_the_Wicked
4772	1	The_Last_Camel_Died_at_Noon	The_Last_Camel_Died_at_Noon
4773	1	The_Last_Enchantment	The_Last_Enchantment
4774	1	The_Last_Theorem	The_Last_Theorem
4775	1	The_Last_Thing_He_Wanted	The_Last_Thing_He_Wanted
4776	1	The_Lost_World_(Crichton_novel)	The_Lost_World_(Crichton_novel)
4777	1	The_Magic_Christian_(novel)	The_Magic_Christian_(novel)
4778	1	The_Malloreon	The_Malloreon
4779	1	The_Man_in_the_High_Castle	The_Man_in_the_High_Castle
4780	1	The_Mandalorian_Armor	The_Mandalorian_Armor
4781	1	The_Manual	The_Manual
4782	1	The_Master_of_Go	The_Master_of_Go
4783	1	The_Masterharper_of_Pern	The_Masterharper_of_Pern
4784	1	The_Mauritius_Command	The_Mauritius_Command
4785	1	The_Moon_Is_a_Harsh_Mistress	The_Moon_Is_a_Harsh_Mistress
4786	1	The_Moon_by_Night	The_Moon_by_Night
4787	1	The_Moor_(novel)	The_Moor_(novel)
4788	1	The_Most_Beautiful_Woman_in_Town	The_Most_Beautiful_Woman_in_Town
4789	1	The_Most_Dangerous_Game_(novel)	The_Most_Dangerous_Game_(novel)
4790	1	The_Mummy_Case	The_Mummy_Case
4791	1	The_Mysteries_of_Pittsburgh	The_Mysteries_of_Pittsburgh
4792	1	The_Mysterious_Flame_of_Queen_Loana	The_Mysterious_Flame_of_Queen_Loana
4793	1	The_Naked_God	The_Naked_God
4794	1	The_Naked_Sun	The_Naked_Sun
4795	1	The_Name_of_the_Rose	The_Name_of_the_Rose
4796	1	The_Narrative_of_Arthur_Gordon_Pym_of_Nantucket	The_Narrative_of_Arthur_Gordon_Pym_of_Nantucket
4797	1	The_Neutronium_Alchemist	The_Neutronium_Alchemist
4798	1	The_No._1_Ladies'_Detective_Agency_(novel)	The_No._1_Ladies'_Detective_Agency_(novel)
4799	1	The_Number_of_the_Beast_(novel)	The_Number_of_the_Beast_(novel)
4800	1	The_Oaken_Throne	The_Oaken_Throne
4801	1	The_Old_Curiosity_Shop	The_Old_Curiosity_Shop
4802	1	The_Outcasts_of_19_Schuyler_Place	The_Outcasts_of_19_Schuyler_Place
4803	1	The_Outstretched_Shadow	The_Outstretched_Shadow
4804	1	The_Picts_and_the_Martyrs	The_Picts_and_the_Martyrs
4805	1	The_Pilgrim's_Regress	The_Pilgrim's_Regress
4806	1	The_Pleasure_of_My_Company	The_Pleasure_of_My_Company
4807	1	The_Power_and_the_Glory	The_Power_and_the_Glory
4808	1	The_Promise_(Potok_novel)	The_Promise_(Potok_novel)
4809	1	The_Quantum_Archangel	The_Quantum_Archangel
4810	1	The_Quiet_American	The_Quiet_American
4811	1	The_Reality_Dysfunction	The_Reality_Dysfunction
4812	1	The_Rebel_Angels	The_Rebel_Angels
4813	1	The_Redwater_Raid	The_Redwater_Raid
4814	1	The_Remains_of_the_Day	The_Remains_of_the_Day
4815	1	The_Renegades_of_Pern	The_Renegades_of_Pern
4816	1	The_Reprieve	The_Reprieve
4817	1	The_Resurrection_Casket	The_Resurrection_Casket
4818	1	The_Return_of_John_MacNab	The_Return_of_John_MacNab
4819	1	The_Right-Hand_Man	The_Right-Hand_Man
4820	1	The_Right_to_Arm_Bears	The_Right_to_Arm_Bears
4821	1	The_Robots_of_Dawn	The_Robots_of_Dawn
4822	1	The_Roundheads	The_Roundheads
4823	1	The_Rum_Diary_(novel)	The_Rum_Diary_(novel)
4824	1	The_Runestaff	The_Runestaff
4825	1	The_Sacred_Art_of_Stealing	The_Sacred_Art_of_Stealing
4826	1	The_Scarlet_Letter	The_Scarlet_Letter
4827	1	The_Second_Confession	The_Second_Confession
4828	1	The_Serpent_on_the_Crown	The_Serpent_on_the_Crown
4829	1	The_Shadow_of_Weng-Chiang	The_Shadow_of_Weng-Chiang
4830	1	The_Silent_Speaker	The_Silent_Speaker
4831	1	The_Silver_Branch_(Sutcliff_novel)	The_Silver_Branch_(Sutcliff_novel)
4832	1	The_Skies_of_Pern	The_Skies_of_Pern
4833	1	The_Skull_Beneath_the_Skin	The_Skull_Beneath_the_Skin
4834	1	The_Smithsonian_Institution_(novel)	The_Smithsonian_Institution_(novel)
4835	1	The_Sorcerer's_Apprentice_(Doctor_Who_novel)	The_Sorcerer's_Apprentice_(Doctor_Who_novel)
4836	1	The_Source_of_Magic	The_Source_of_Magic
4837	1	The_Star_Scroll	The_Star_Scroll
4838	1	The_Stars'_Tennis_Balls	The_Stars'_Tennis_Balls
4839	1	The_Stepford_Wives	The_Stepford_Wives
4840	1	The_Stingray_Shuffle	The_Stingray_Shuffle
4841	1	The_Stranger_(novel)	The_Stranger_(novel)
4842	1	The_Sword_of_Forever	The_Sword_of_Forever
4843	1	The_Sword_of_the_Dawn	The_Sword_of_the_Dawn
4844	1	The_Tamuli	The_Tamuli
4845	1	The_Technicolor_Time_Machine	The_Technicolor_Time_Machine
4846	1	The_Temple_of_Dawn	The_Temple_of_Dawn
4847	1	The_Temple_of_the_Golden_Pavilion	The_Temple_of_the_Golden_Pavilion
4848	1	The_Terminal_Man	The_Terminal_Man
4849	1	The_Thorn_Birds	The_Thorn_Birds
4850	1	The_Trigger	The_Trigger
4851	1	The_Truce_at_Bakura	The_Truce_at_Bakura
4852	1	The_Ultimate_Treasure	The_Ultimate_Treasure
4853	1	The_Unconsoled	The_Unconsoled
4854	1	The_Unknown_Shore	The_Unknown_Shore
4855	1	The_Uplift_War	The_Uplift_War
4856	1	The_Vesuvius_Club	The_Vesuvius_Club
4857	1	The_Violent_Bear_It_Away	The_Violent_Bear_It_Away
4858	1	The_Wages_of_Sin_(novel)	The_Wages_of_Sin_(novel)
4859	1	The_Walking_Drum	The_Walking_Drum
4860	1	The_Wanting_Seed	The_Wanting_Seed
4861	1	The_War_of_the_Flowers	The_War_of_the_Flowers
4862	1	The_White_Dragon_(novel)	The_White_Dragon_(novel)
4863	1	The_Wicked_Day	The_Wicked_Day
4864	1	The_Wind-Up_Bird_Chronicle	The_Wind-Up_Bird_Chronicle
4865	1	The_Wind_from_Nowhere	The_Wind_from_Nowhere
4866	1	The_Witness_for_the_Prosecution_and_Other_Stories	The_Witness_for_the_Prosecution_and_Other_Stories
4867	1	The_Years	The_Years
4868	1	The_Young_Unicorns	The_Young_Unicorns
4869	1	The_Zenith_Angle	The_Zenith_Angle
4870	1	Theft:_A_Love_Story	Theft:_A_Love_Story
4871	1	Their_Eyes_Were_Watching_God	Their_Eyes_Were_Watching_God
4872	1	Them_(novel)	Them_(novel)
4873	1	Three_(novel)	Three_(novel)
4874	1	Tiger_Eyes	Tiger_Eyes
4875	1	Till_We_Have_Faces	Till_We_Have_Faces
4876	1	Time's_Arrow_(novel)	Time's_Arrow_(novel)
4877	1	Time's_Eye_(novel)	Time's_Eye_(novel)
4878	1	Time_Enough_for_Love	Time_Enough_for_Love
4879	1	Time_and_Again_(novel)	Time_and_Again_(novel)
4880	1	Timelike_Infinity	Timelike_Infinity
4881	1	Timeline_(novel)	Timeline_(novel)
4882	1	Timewyrm:_Genesys	Timewyrm:_Genesys
4883	1	To_Die_in_Italbar	To_Die_in_Italbar
4884	1	To_Green_Angel_Tower	To_Green_Angel_Tower
4885	1	Tomb_of_Valdemar	Tomb_of_Valdemar
4886	1	Tomb_of_the_Golden_Bird	Tomb_of_the_Golden_Bird
4887	1	Toxin_(novel)	Toxin_(novel)
4888	1	Toy_Soldiers_(novel)	Toy_Soldiers_(novel)
4889	1	Transcendent_(novel)	Transcendent_(novel)
4890	1	Transit_(Aaronovitch_novel)	Transit_(Aaronovitch_novel)
4891	1	Travels_with_My_Aunt	Travels_with_My_Aunt
4892	1	Trent's_Last_Case	Trent's_Last_Case
4893	1	Troubled_Sleep	Troubled_Sleep
4894	1	True_History_of_the_Kelly_Gang	True_History_of_the_Kelly_Gang
4895	1	Truth_and_Bright_Water	Truth_and_Bright_Water
4896	1	Twilight_of_the_Gods_(Bulis_novel)	Twilight_of_the_Gods_(Bulis_novel)
4897	1	Uglies	Uglies
4898	1	Underworld_(DeLillo_novel)	Underworld_(DeLillo_novel)
4899	1	Vacuum_Diagrams	Vacuum_Diagrams
4900	1	Vale_of_the_Vole	Vale_of_the_Vole
4901	1	Vanderdeken's_Children	Vanderdeken's_Children
4902	1	Variable_Star	Variable_Star
4903	1	Vatta's_War	Vatta's_War
4904	1	Vector_Prime	Vector_Prime
4905	1	Venusian_Lullaby	Venusian_Lullaby
4906	1	Villa_Incognito	Villa_Incognito
4907	1	Vital_Signs_(novel)	Vital_Signs_(novel)
4908	1	Voyage_(novel)	Voyage_(novel)
4909	1	Waiting_for_the_Barbarians	Waiting_for_the_Barbarians
4910	1	Walk_in_My_Soul	Walk_in_My_Soul
4911	1	War_of_the_Daleks	War_of_the_Daleks
4912	1	Warchild_(Doctor_Who_novel)	Warchild_(Doctor_Who_novel)
4913	1	Warlock_(Doctor_Who_novel)	Warlock_(Doctor_Who_novel)
4914	1	Watership_Down	Watership_Down
4915	1	We_Didn't_Mean_to_Go_to_Sea	We_Didn't_Mean_to_Go_to_Sea
4916	1	We_Were_the_Mulvaneys	We_Were_the_Mulvaneys
4917	1	What_You_Make_It	What_You_Make_It
4918	1	When_Darkness_Falls	When_Darkness_Falls
4919	1	When_They_Lay_Bare	When_They_Lay_Bare
4920	1	When_We_Were_Orphans	When_We_Were_Orphans
4921	1	Whispering_Nickel_Idols	Whispering_Nickel_Idols
4922	1	White_Darkness	White_Darkness
4923	1	White_Light_(novel)	White_Light_(novel)
4924	1	Wifey_(novel)	Wifey_(novel)
4925	1	Winter_Holiday_(novel)	Winter_Holiday_(novel)
4926	1	Wise_Blood	Wise_Blood
4927	1	Witch_Week	Witch_Week
4928	1	Wolfbane_(novel)	Wolfbane_(novel)
4929	1	Xenocide	Xenocide
4930	1	Year_of_the_Intern	Year_of_the_Intern
4931	1	Yon_Ill_Wind	Yon_Ill_Wind
4932	1	Zeta_Major	Zeta_Major
4933	1	Zodiac_(novel)	Zodiac_(novel)
4934	1	Zorro_(novel)	Zorro_(novel)
4935	1	A_Sentimental_Journey_Through_France_and_Italy	A_Sentimental_Journey_Through_France_and_Italy
4936	1	A_Taste_for_Death_(James_novel)	A_Taste_for_Death_(James_novel)
4937	1	Charmed_Life_(novel)	Charmed_Life_(novel)
4938	1	Coniston_(novel)	Coniston_(novel)
4939	1	Daniel_Martin_(novel)	Daniel_Martin_(novel)
4940	1	Divorcing_Jack_(novel)	Divorcing_Jack_(novel)
4941	1	Don_Quixote_(Picasso)	Don_Quixote_(Picasso)
4942	1	Handy_Mandy_in_Oz	Handy_Mandy_in_Oz
4943	1	Heart_and_Soul_(Binchy_novel)	Heart_and_Soul_(Binchy_novel)
4944	1	Lanark:_A_Life_in_Four_Books	Lanark:_A_Life_in_Four_Books
4945	1	Little_Brother_(Doctorow_novel)	Little_Brother_(Doctorow_novel)
4946	1	Love_(Carter_novel)	Love_(Carter_novel)
4947	1	Love_(Morrison_novel)	Love_(Morrison_novel)
4948	1	Nightshades:_Thirteen_Journeys_Into_Shadow	Nightshades:_Thirteen_Journeys_Into_Shadow
4949	1	Pride_and_Prejudice_(1980_TV_series)	Pride_and_Prejudice_(1980_TV_series)
4950	1	Quarantine_(Greg_Egan_novel)	Quarantine_(Greg_Egan_novel)
4951	1	Tales_of_the_South_Pacific	Tales_of_the_South_Pacific
4952	1	The_Children_of_the_New_Forest	The_Children_of_the_New_Forest
4953	1	The_Lawless_(novel)	The_Lawless_(novel)
4954	1	The_Man_(Stoker_novel)	The_Man_(Stoker_novel)
4955	1	The_Man_(Wallace_novel)	The_Man_(Wallace_novel)
4956	1	Trapped_(Gardner_novel)	Trapped_(Gardner_novel)
4957	1	Vendetta_(Dibdin_novel)	Vendetta_(Dibdin_novel)
4958	1	Vendetta_(Star_Trek)	Vendetta_(Star_Trek)
4959	1	War_and_Peace_(2016_TV_series)	War_and_Peace_(2016_TV_series)
4960	1	A_Christmas_Carol_(musical)	A_Christmas_Carol_(musical)
4961	1	A_Christmas_Carol_(play)	A_Christmas_Carol_(play)
4962	1	Adam_(novel)	Adam_(novel)
4963	1	Aelita_(novel)	Aelita_(novel)
4964	1	Ashes_to_Ashes_(novel)	Ashes_to_Ashes_(novel)
4965	1	Confidence_(novel)	Confidence_(novel)
4966	1	Dark_Matter_(Zeh_novel)	Dark_Matter_(Zeh_novel)
4967	1	Fallen_Angels_(Myers_novel)	Fallen_Angels_(Myers_novel)
4968	1	Fallen_Angels_(science_fiction_novel)	Fallen_Angels_(science_fiction_novel)
4969	1	Goats_(novel)	Goats_(novel)
4970	1	I_Am_Number_Four	I_Am_Number_Four
4971	1	Invasion_(1997_novel)	Invasion_(1997_novel)
4972	1	Lost_in_the_Barrens	Lost_in_the_Barrens
4973	1	Messiah_(Vidal_novel)	Messiah_(Vidal_novel)
4974	1	Metropolis_(novel)	Metropolis_(novel)
4975	1	Midnight_(Hunter_novel)	Midnight_(Hunter_novel)
4976	1	Nausea_(novel)	Nausea_(novel)
4977	1	New_Arabian_Nights	New_Arabian_Nights
4978	1	Outcast_(Sutcliff_novel)	Outcast_(Sutcliff_novel)
4979	1	Reckless_(Funke_novel)	Reckless_(Funke_novel)
4980	1	Running_Wild_(novella)	Running_Wild_(novella)
4981	1	Skin_(Dekker_novel)	Skin_(Dekker_novel)
4982	1	Sunset_(novel)	Sunset_(novel)
4983	1	Tenderness_(novel)	Tenderness_(novel)
4984	1	Tessa_(novel)	Tessa_(novel)
4985	1	The_Americans_(novel)	The_Americans_(novel)
4986	1	The_Black_Tower	The_Black_Tower
4987	1	The_Body_Snatchers	The_Body_Snatchers
4988	1	The_Christmas_Tree_(novel)	The_Christmas_Tree_(novel)
4989	1	The_Crystal_Cave	The_Crystal_Cave
4990	1	The_Driver's_Seat_(novel)	The_Driver's_Seat_(novel)
4991	1	The_Fox_(Sherwood_Smith_novel)	The_Fox_(Sherwood_Smith_novel)
4992	1	The_Isis_Pedlar	The_Isis_Pedlar
4993	1	The_Islanders_(Christopher_Priest_novel)	The_Islanders_(Christopher_Priest_novel)
4994	1	The_Islanders_(Nikolai_Leskov_novel)	The_Islanders_(Nikolai_Leskov_novel)
4995	1	The_Liar_(novel)	The_Liar_(novel)
4996	1	The_Method_(novel)	The_Method_(novel)
4997	1	The_Millstone_(novel)	The_Millstone_(novel)
4998	1	The_Outcasts_(Brotherband)	The_Outcasts_(Brotherband)
4999	1	The_Red_Box	The_Red_Box
5000	1	The_Scarlet_Letters	The_Scarlet_Letters
5001	1	The_Ship_(novel)	The_Ship_(novel)
5002	1	The_Snow_Queen_(Lackey_novel)	The_Snow_Queen_(Lackey_novel)
5003	1	The_Survivor_(Cain_novel)	The_Survivor_(Cain_novel)
5004	1	The_Survivor_(Herbert_novel)	The_Survivor_(Herbert_novel)
5005	1	The_Torture_Garden	The_Torture_Garden
5006	1	The_Winter_Queen_(novel)	The_Winter_Queen_(novel)
5007	1	With_a_Tangled_Skein	With_a_Tangled_Skein
5008	1	1876_(novel)	1876_(novel)
5009	1	The_City_and_the_Stars	The_City_and_the_Stars
5010	1	A_Lion_Among_Men	A_Lion_Among_Men
5011	1	Master_and_God	Master_and_God
5012	1	Mountain_of_Black_Glass	Mountain_of_Black_Glass
5013	1	Pentagon_(novel)	Pentagon_(novel)
5014	1	Portraits_in_Moonlight	Portraits_in_Moonlight
5015	1	The_Eternal_Lover	The_Eternal_Lover
5016	1	1635:_The_Dreeson_Incident	1635:_The_Dreeson_Incident
5017	1	A_Mixture_of_Frailties	A_Mixture_of_Frailties
5018	1	A_Question_of_Upbringing	A_Question_of_Upbringing
5019	1	A_Roman_Singer	A_Roman_Singer
5020	1	Galileo's_Dream	Galileo's_Dream
5021	1	Justice_Hall	Justice_Hall
5022	1	Nuclear_Jellyfish	Nuclear_Jellyfish
5023	1	Palm_Sunday_(book)	Palm_Sunday_(book)
5024	1	Russka_(novel)	Russka_(novel)
5025	1	Son_of_a_Witch	Son_of_a_Witch
5026	1	Swallows_and_Amazons_Forever!	Swallows_and_Amazons_Forever!
5027	1	Tactics_of_Mistake	Tactics_of_Mistake
5028	1	The_Case_of_Richard_Meynell	The_Case_of_Richard_Meynell
5029	1	The_Complete_Cosmicomics	The_Complete_Cosmicomics
5030	1	The_Days_of_Anna_Madrigal	The_Days_of_Anna_Madrigal
5031	1	The_History_of_David_Grieve	The_History_of_David_Grieve
5032	1	The_Incandescent_Ones	The_Incandescent_Ones
5033	1	The_Legend_of_the_Holy_Drinker	The_Legend_of_the_Holy_Drinker
5034	1	Tyrannosaur_Canyon	Tyrannosaur_Canyon
5035	1	A_Buyer's_Market	A_Buyer's_Market
5036	1	A_Klingon_Christmas_Carol	A_Klingon_Christmas_Carol
5037	1	Acorna's_Search	Acorna's_Search
5038	1	After_Doomsday	After_Doomsday
5039	1	Death_Match_(Child_novel)	Death_Match_(Child_novel)
5040	1	Death_to_the_French	Death_to_the_French
5041	1	Distant_Stars	Distant_Stars
5042	1	Earth_Afire	Earth_Afire
5043	1	Lie_Down_with_Lions	Lie_Down_with_Lions
5044	1	Mary_Barton	Mary_Barton
5045	1	Mathematicians_in_Love	Mathematicians_in_Love
5046	1	Reheated_Cabbage	Reheated_Cabbage
5047	1	Sprague_de_Camp's_New_Anthology_of_Science_Fiction	Sprague_de_Camp's_New_Anthology_of_Science_Fiction
5048	1	The_Ganymede_Takeover	The_Ganymede_Takeover
5049	1	The_Long_Valley	The_Long_Valley
5050	1	The_Murder_Room	The_Murder_Room
5051	1	The_Other_Side_of_the_Sky	The_Other_Side_of_the_Sky
5052	1	The_Outcry	The_Outcry
5053	1	The_Prize_in_the_Game	The_Prize_in_the_Game
5054	1	The_Spirit_Ring	The_Spirit_Ring
5055	1	The_Vor_Game	The_Vor_Game
5056	1	Windy_McPherson's_Son	Windy_McPherson's_Son
5057	1	Anglo-Saxon_Attitudes	Anglo-Saxon_Attitudes
5058	1	Sundiver	Sundiver
5059	1	The_Jesus_Incident	The_Jesus_Incident
5060	1	The_Road_Back	The_Road_Back
5061	1	A_Charmed_Life	A_Charmed_Life
5062	1	Gertrude_and_Claudius	Gertrude_and_Claudius
5063	1	Kingdom_of_the_Golden_Dragon	Kingdom_of_the_Golden_Dragon
5064	1	One_Good_Knight	One_Good_Knight
5065	1	Senrid	Senrid
5066	1	Something_About_Cats_and_Other_Pieces	Something_About_Cats_and_Other_Pieces
5067	1	Station_at_the_Horizon	Station_at_the_Horizon
5068	1	The_Corridors_of_Time	The_Corridors_of_Time
5069	1	The_Day_of_Creation	The_Day_of_Creation
5070	1	The_Dead_Man's_Knock	The_Dead_Man's_Knock
5071	1	The_Last_Day_of_a_Condemned_Man	The_Last_Day_of_a_Condemned_Man
5072	1	The_Museum_of_Innocence	The_Museum_of_Innocence
5073	1	The_Penultimate_Truth	The_Penultimate_Truth
5074	1	The_Right_to_an_Answer	The_Right_to_an_Answer
5075	1	The_Yellow_Knight_of_Oz	The_Yellow_Knight_of_Oz
5076	1	Twelve_Red_Herrings	Twelve_Red_Herrings
5077	1	Up_in_a_Heaval	Up_in_a_Heaval
5078	1	Yankee_in_Oz	Yankee_in_Oz
5079	1	Crome_Yellow	Crome_Yellow
5080	1	Pudd'nhead_Wilson	Pudd'nhead_Wilson
5081	1	The_Edge_of_the_Cloud	The_Edge_of_the_Cloud
5082	1	The_Lair_of_the_White_Worm	The_Lair_of_the_White_Worm
5083	1	Time_and_Stars	Time_and_Stars
5084	1	The_Grass_Is_Singing	The_Grass_Is_Singing
5085	1	The_Terminal_Beach	The_Terminal_Beach
5086	1	Wilderness_Tips	Wilderness_Tips
5087	1	Ringworld's_Children	Ringworld's_Children
5088	1	An_Unusual_Angle	An_Unusual_Angle
5089	1	Sputnik_Sweetheart	Sputnik_Sweetheart
5090	1	The_Exploits_of_Sherlock_Holmes	The_Exploits_of_Sherlock_Holmes
5091	1	Swords_of_Mars	Swords_of_Mars
5092	1	The_Joys_of_Motherhood	The_Joys_of_Motherhood
5093	1	The_Sea_Wall_(novel)	The_Sea_Wall_(novel)
5094	1	Tremor_of_Intent:_An_Eschatological_Spy_Novel	Tremor_of_Intent:_An_Eschatological_Spy_Novel
5095	1	Whispers_Under_Ground	Whispers_Under_Ground
5096	1	A_Web_of_Air	A_Web_of_Air
5097	1	And_Then_You_Die	And_Then_You_Die
5098	1	Between_the_Acts	Between_the_Acts
5099	1	Mars_Life	Mars_Life
5100	1	Personal_Recollections_of_Joan_of_Arc	Personal_Recollections_of_Joan_of_Arc
5101	1	Poseidon's_Wake	Poseidon's_Wake
5102	1	Shrine_(novel)	Shrine_(novel)
5103	1	Starman's_Quest	Starman's_Quest
5104	1	The_Magical_Mimics_in_Oz	The_Magical_Mimics_in_Oz
5105	1	The_Peripheral	The_Peripheral
5106	1	The_White_Priory_Murders	The_White_Priory_Murders
5107	1	Three_Tales_of_Horror	Three_Tales_of_Horror
5108	1	When_the_Idols_Walked	When_the_Idols_Walked
5109	1	Orion_Shall_Rise	Orion_Shall_Rise
5110	1	Secrets_of_the_Clans	Secrets_of_the_Clans
5111	1	A_Thing_of_Beauty	A_Thing_of_Beauty
5112	1	All_Fun_and_Games_until_Somebody_Loses_an_Eye	All_Fun_and_Games_until_Somebody_Loses_an_Eye
5113	1	Anatomy_of_a_Disappearance	Anatomy_of_a_Disappearance
5114	1	Autumn_in_Peking	Autumn_in_Peking
5115	1	Back_to_the_Stone_Age	Back_to_the_Stone_Age
5116	1	Bearing_an_Hourglass	Bearing_an_Hourglass
5117	1	Day_of_the_Dogs	Day_of_the_Dogs
5118	1	Driftglass/Starshards	Driftglass/Starshards
5119	1	Grandmother's_Tale	Grandmother's_Tale
5120	1	Leepike_Ridge	Leepike_Ridge
5121	1	Phoenix_and_Ashes	Phoenix_and_Ashes
5122	1	Search_for_Senna	Search_for_Senna
5123	1	Superior_Saturday	Superior_Saturday
5124	1	The_Cruise_of_the_Dazzler	The_Cruise_of_the_Dazzler
5125	1	The_Left_Leg	The_Left_Leg
5126	1	The_Making_of_Americans	The_Making_of_Americans
5127	1	The_Secret_of_Crickley_Hall	The_Secret_of_Crickley_Hall
5128	1	The_Seed_(novel)	The_Seed_(novel)
5129	1	This_Book_Is_Not_Good_for_You	This_Book_Is_Not_Good_for_You
5130	1	Unnatural_Causes	Unnatural_Causes
5131	1	Will_O'_the_Wisp_(novel)	Will_O'_the_Wisp_(novel)
5132	1	A_Gent_from_Bear_Creek	A_Gent_from_Bear_Creek
5133	1	Dark_Celebration	Dark_Celebration
5134	1	Beautiful_Bastard	Beautiful_Bastard
5135	1	Bring_Me_the_Head_of_Oliver_Plunkett	Bring_Me_the_Head_of_Oliver_Plunkett
5136	1	Hunter_in_the_Dark	Hunter_in_the_Dark
5137	1	Murphy's_Revenge	Murphy's_Revenge
5138	1	Zero_Cool	Zero_Cool
5139	1	Reservoir_Pups	Reservoir_Pups
5140	1	The_Best_of_Joe_R._Lansdale	The_Best_of_Joe_R._Lansdale
5141	1	The_Sun_Trail	The_Sun_Trail
5142	1	Thunder_Rising	Thunder_Rising
5143	1	Titanic_2020	Titanic_2020
5144	1	Unchained_and_Unhinged	Unchained_and_Unhinged
5145	1	Veil's_Visit:_a_Taste_of_Hap_and_Leonard	Veil's_Visit:_a_Taste_of_Hap_and_Leonard
5146	1	Conan_the_Buccaneer	Conan_the_Buccaneer
5147	1	Cycle_of_Violence	Cycle_of_Violence
5148	1	Deadman's_Road	Deadman's_Road
5149	1	En_rade	En_rade
5150	1	Fine_Prey	Fine_Prey
5151	1	Hocus_Bogus	Hocus_Bogus
5152	1	A_Dangerous_Fortune	A_Dangerous_Fortune
5153	1	Midnight_at_the_Well_of_Souls	Midnight_at_the_Well_of_Souls
5154	1	Belfast_Confidential	Belfast_Confidential
5155	1	Nine_Inches	Nine_Inches
5156	1	Runelight	Runelight
5157	1	The_Documents_in_the_Case	The_Documents_in_the_Case
5158	1	The_Fatal_Strand	The_Fatal_Strand
5159	1	The_Lion_Wakes	The_Lion_Wakes
5160	1	The_Return_of_Nathan_Brazil	The_Return_of_Nathan_Brazil
5161	1	Gun_Machine	Gun_Machine
5162	1	Jungle_Lovers	Jungle_Lovers
5163	1	Moon_Over_Soho	Moon_Over_Soho
5164	1	Of_Wee_Sweetie_Mice_and_Men	Of_Wee_Sweetie_Mice_and_Men
5165	1	Sankya_(novel)	Sankya_(novel)
5166	1	Son_of_Retro_Pulp_Tales	Son_of_Retro_Pulp_Tales
5167	1	The_Girl_on_the_Stairs	The_Girl_on_the_Stairs
